tweet_id,favorites,retweets,user_followers,user_favourites,date_time
710833117892898816,2584,510,8958001,146001,2016-03-18 14:19:56+00:00
710658690886586372,2224,538,8958001,146001,2016-03-18 02:46:49+00:00
710609963652087808,4619,2278,8958001,146001,2016-03-17 23:33:12+00:00
710588934686908417,4360,1779,8958001,146001,2016-03-17 22:09:38+00:00
710296729921429505,2291,706,8958001,146001,2016-03-17 02:48:31+00:00
710283270106132480,2077,499,8958001,146001,2016-03-17 01:55:02+00:00
710272297844797440,4352,1201,8958001,146001,2016-03-17 01:11:26+00:00
710269109699739648,2309,1070,8958001,146001,2016-03-17 00:58:46+00:00
710153181850935296,2805,858,8958001,146001,2016-03-16 17:18:07+00:00
710140971284037632,2643,847,8958001,146001,2016-03-16 16:29:35+00:00
710117014656950272,5250,1887,8958001,146001,2016-03-16 14:54:24+00:00
709918798883774466,3369,1040,8958001,146001,2016-03-16 01:46:45+00:00
709901256215666688,639,98,8958001,146001,2016-03-16 00:37:03+00:00
709852847387627521,3380,1151,8958001,146001,2016-03-15 21:24:41+00:00
709566166965075968,3412,1150,8958001,146001,2016-03-15 02:25:31+00:00
709556954897764353,3163,1026,8958001,146001,2016-03-15 01:48:55+00:00
709519240576036864,1440,226,8958001,146001,2016-03-14 23:19:03+00:00
709449600415961088,2125,543,8958001,146001,2016-03-14 18:42:20+00:00
709409458133323776,2540,650,8958001,146001,2016-03-14 16:02:49+00:00
709225125749587968,2321,545,8958001,146001,2016-03-14 03:50:21+00:00
709207347839836162,12001,5513,8958001,146001,2016-03-14 02:39:42+00:00
709198395643068416,2359,613,8958001,146001,2016-03-14 02:04:08+00:00
709179584944730112,1939,644,8958001,146001,2016-03-14 00:49:23+00:00
709158332880297985,1957,394,8958001,146001,2016-03-13 23:24:56+00:00
709042156699303936,4551,1560,8958001,146001,2016-03-13 15:43:18+00:00
708853462201716736,1743,633,8958001,146001,2016-03-13 03:13:29+00:00
708845821941387268,2873,855,8958001,146001,2016-03-13 02:43:08+00:00
708834316713893888,1623,479,8958001,146001,2016-03-13 01:57:25+00:00
708810915978854401,15843,6603,8958001,146001,2016-03-13 00:24:26+00:00
708738143638450176,2662,779,8958001,146001,2016-03-12 19:35:15+00:00
708711088997666817,2438,686,8958001,146001,2016-03-12 17:47:45+00:00
708479650088034305,2447,649,8958001,146001,2016-03-12 02:28:06+00:00
708469915515297792,2990,783,8958001,146001,2016-03-12 01:49:25+00:00
708400866336894977,15331,9609,8958001,146001,2016-03-11 21:15:02+00:00
708356463048204288,3445,1261,8958001,146001,2016-03-11 18:18:36+00:00
708349470027751425,2263,708,8958001,146001,2016-03-11 17:50:48+00:00
708149363256774660,4144,1493,8958001,146001,2016-03-11 04:35:39+00:00
708130923141795840,3258,821,8958001,146001,2016-03-11 03:22:23+00:00
708119489313951744,2588,939,8958001,146001,2016-03-11 02:36:57+00:00
708109389455101952,1884,533,8958001,146001,2016-03-11 01:56:49+00:00
708026248782585858,4237,1841,8958001,146001,2016-03-10 20:26:26+00:00
707995814724026368,3008,1082,8958001,146001,2016-03-10 18:25:30+00:00
707983188426153984,48,2,8958001,146001,2016-03-10 17:35:20+00:00
707969809498152960,2582,919,8958001,146001,2016-03-10 16:42:10+00:00
707776935007539200,3166,920,8958001,146001,2016-03-10 03:55:45+00:00
707741517457260545,2411,586,8958001,146001,2016-03-10 01:35:01+00:00
707738799544082433,3933,2354,8958001,146001,2016-03-10 01:24:13+00:00
707693576495472641,3266,953,8958001,146001,2016-03-09 22:24:31+00:00
707629649552134146,2473,829,8958002,146001,2016-03-09 18:10:30+00:00
707610948723478529,16346,6073,8958002,146001,2016-03-09 16:56:11+00:00
707420581654872064,2176,665,8958002,146001,2016-03-09 04:19:44+00:00
707411934438625280,2225,573,8958002,146001,2016-03-09 03:45:22+00:00
707387676719185920,3362,1221,8958002,146001,2016-03-09 02:08:59+00:00
707377100785885184,3151,1039,8958002,146001,2016-03-09 01:26:57+00:00
707315916783140866,2387,610,8958002,146001,2016-03-08 21:23:50+00:00
